Epoch	Loss
118	163156.36805354833
119	163016.28133024904
120	162886.5595425917
121	162774.0934202004
122	162661.67532896504
123	162543.053834377
124	162421.3886392818
125	162296.35893706523
126	162182.63353000875
127	162061.55995457407
128	161956.7988207718
129	161853.22630918378
130	161727.74389145608
131	161621.8388374058
132	161502.9040511664
133	161408.16915513293
134	161296.6939938105
135	161174.45615929874
136	161080.8690996863
137	160971.84140939484
138	160850.6312736727
139	160760.2244290564
140	160662.63195942788
141	160551.18907521162
142	160462.346046944
143	160349.1042273072
144	160271.67584129682
145	160149.57589441285
146	160065.25010197784
147	159973.56350486848
148	159857.9177093782
149	159781.56729524845
150	159653.98080022886
151	159589.7613663565
152	159479.44242394203
153	159397.57078117062
154	159301.1171023658
155	159181.35406243283
156	159095.65891322968
157	159003.25769993765
158	158906.86583217175
159	158803.2409333354
160	158736.28445421092
161	158628.89288128517
162	158544.5321763496
163	158447.57637789162
164	158387.94929889726
165	158267.54787014902
166	158189.61094731104
167	158109.42861561314
168	158010.58338347412
169	157930.43432677933
170	157862.60778574354
171	157737.6126168674
172	157656.87173818483
173	157592.20598272036
174	157519.5168875101
175	157416.70148979244
176	157336.5697677531
177	157264.55327818048
178	157174.8412843651
179	157098.33436518896
180	157005.33155794867
181	156935.38288348756
182	156845.7705237529
183	156775.18614640192
184	156680.79570663112
185	156625.43057838126
186	156541.52461497768
187	156477.75303740287
188	156378.66741774397
189	156274.31043138664
190	156234.6057011516
191	156134.00101016075
192	156020.81747381145
193	155913.578640385
194	155824.7553069187
195	155737.4491004374
196	155681.14575182908
197	155596.6775469322
198	155520.010431407
199	155416.39323143964
200	155357.8396655941
201	155289.72805568154
202	155198.81425988107
203	155110.84786224118
204	155069.27641327854
205	154983.19978512393
206	154919.52299910723
207	154830.21064291432
208	154756.78793728343
209	154676.3393398655
210	154625.87712128158
211	154543.58127562676
212	154471.61972804077
213	154389.6818783952
214	154299.3227175792
215	154235.44785996142
216	154154.21934120686
217	154084.0323422417
218	154022.0480986832
219	153931.68488496044
220	153862.4695944722
221	153803.7710399012
222	153714.21974240112
223	153645.36179076548
224	153568.16961983434
225	153508.64649773287
226	153443.71335601338
227	153360.26494458798
228	153297.6251396852
229	153226.52105440406
230	153140.754055044
231	153057.2260073721
232	152989.77040238705
233	152914.8136407626
234	152849.14729167413
235	152747.0877511688
236	152695.0342199774
237	152595.49595691447
238	152504.45028458128
239	152446.51378761782
240	152352.55399380642
241	152272.93892026026
242	152221.9379255692
243	152125.04500072464
244	152059.81237822707
245	152007.11777931752
246	151928.11841143764
247	151864.65908731462
248	151770.69854592017
249	151690.50292255057
250	151623.64018793032
251	151548.99643403233
252	151485.1850712074
253	151413.4221426155
254	151349.64826789315
255	151276.11115431995
256	151205.38994789563
257	151112.34525315542
258	151057.06949794944
259	150971.1940329936
260	150905.91936483886
261	150843.32434535722
262	150777.1223803806
263	150710.7155310318
264	150647.61183676746
265	150564.30067326748
266	150499.00374575195
267	150445.34194696663
268	150381.4283758838
269	150333.43782191208
270	150261.50536167328
271	150182.9917441712
272	150117.70994163855
273	150058.68883019
274	149993.9152798223
275	149909.61442137652
276	149861.22921046353
277	149793.0511173087
278	149735.72994771652
279	149651.10993882958
276	149873.78015470508
277	149798.445789567
278	149713.50928868522
279	149664.4436754605
280	149599.74545374236
281	149539.92593472564
282	149449.15128855413
283	149397.01962493322
284	149331.20786875064
285	149282.71795325994
286	149196.3748178749
287	149146.4919099615
288	149073.4706610159
289	149006.48361749394
290	148939.97487976385
291	148893.72143129463
292	148823.7072382589
293	148752.89003165587
294	148689.52885372427
295	148652.1704150478
296	148569.6816949979
297	148521.78777200196
298	148463.58256118873
299	148413.75734444003
300	148350.37915305267
301	148266.4580079779
302	148204.09083564224
303	148120.5626701666
304	148083.4251101503
305	148015.66565521678
306	147962.62199017796
307	147889.53870751127
308	147836.6257898194
309	147755.68446595568
310	147703.31380576416
311	147649.1532891314
312	147594.3163595356
313	147508.17645428338
314	147438.41216507097
315	147384.8199530332
316	147319.2638986027
317	147284.15839306128
318	147214.64580627833
319	147125.2191388287
320	147084.03545007238
321	147015.50774059645
322	146953.89329621897
323	146912.24725005863
324	146852.38751111375
325	146779.36887364558
326	146728.81780142288
327	146665.42785189886
328	146599.88944421467
329	146544.24825167033
330	146484.10068744465
331	146413.4594117507
332	146366.2637472643
333	146317.6356989207
334	146278.78287370707
335	146197.93477936962
336	146147.37833784058
337	146056.9551349405
338	145973.54016435938
339	145862.78279457754
340	145798.77382566716
341	145709.11951482363
342	145616.93887400383
343	145554.253980189
344	145452.2426899088
345	145399.9983191467
346	145337.77775130514
347	145270.80874269668
348	145207.66662807725
349	145161.3194181075
350	145077.98804630403
351	145025.2844836746
352	144962.43098156012
353	144887.27548540232
354	144826.05389264278
355	144781.4628871901
356	144719.87803043134
357	144646.0902502874
358	144595.20198690897
359	144517.02669498976
360	144467.6577365153
361	144394.64652164985
362	144346.17609033853
363	144301.74345021363
364	144243.8986464935
365	144166.83907581208
366	144117.86582275762
367	144070.43629539947
368	144028.43692604388
369	143969.39781143545
370	143898.2917841481
371	143822.0565090054
372	143772.49343281024
373	143697.6308022033
374	143658.81829085544
375	143604.1911810235
376	143532.5006476916
377	143492.9650598168
378	143436.67213106412
379	143372.823070278
380	143321.72971317766
381	143262.64160508642
382	143198.38678531037
383	143152.17666536328
384	143104.34105130198
385	143058.99135325613
386	142979.3685755487
387	142930.96035962558
388	142867.5619224309
389	142811.4614545134
390	142767.9765355298
391	142698.4202229488
392	142656.96803854682
393	142603.46678127808
394	142548.10685033601
395	142489.0805592884
396	142454.0334779919
397	142390.2801902243
398	142336.92319343507
399	142246.79365089218
400	142175.95500258304
401	142128.22212000124
402	142094.1245704107
403	142041.916106484
404	141973.47079449287
405	141906.032522484
406	141864.9521800257
407	141811.90657730613
408	141777.19795130385
409	141713.66572813806
410	141653.80741057298
411	141602.37615926008
412	141533.88633277098
413	141483.87015991998
414	141440.72127206874
415	141387.20644981347
416	141331.84063692795
417	141268.20900378845
418	141215.34396286093
419	141155.34477949786
420	141132.4432716201
421	141046.15169794124
422	141002.8035211157
423	140939.9735485561
424	140890.2101848791
425	140856.31019649157
426	140786.74541287997
427	140734.71255484616
428	140673.14677338855
429	140619.6801744391
430	140572.85427590442
431	140519.17138236153
432	140475.69343415365
433	140422.95669493685
434	140365.85948282987
435	140317.03480100684
436	140250.20906943287
437	140211.84660736413
438	140157.22675393743
439	140113.66728274038
440	140047.82329331635
441	139998.95748445092
442	139953.39386417042
443	139912.88983818295
444	139857.4803155288
445	139818.87912933924
446	139757.6637961058
447	139699.5992386367
448	139658.5925417356
449	139595.81735656745
450	139547.29455088227
451	139502.51537773936
452	139451.22498555822
453	139403.937263273
454	139375.87263792046
455	139304.7808822895
456	139247.51684517198
457	139198.49786782858
458	139148.08600075272
459	139108.57645417145
460	139054.91541864246
461	138981.74450734322
462	138950.5272760701
463	138898.2951017865
464	138862.88321466112
465	138796.16532109177
466	138752.5729962881
467	138706.71853459472
468	138647.79423609437
469	138595.30459137418
470	138549.8860999623
471	138498.07461297273
472	138452.58820604897
473	138408.69984033649
474	138350.46919897728
475	138316.13111622786
476	138253.75055960595
477	138216.05272361237
478	138172.6273676517
479	138129.87576890478
480	138096.09734828098
481	138043.1072874566
482	137999.2586090365
483	137927.4419367485
484	137897.87942280542
485	137803.97258083525
486	137771.90458690628
487	137724.4004082065
488	137696.75005969062
489	137629.53331764654
490	137581.7621807544
491	137539.03544391503
492	137472.5005135022
493	137429.32035865463
494	137380.82179423192
495	137340.3444020679
496	137272.58265929917
497	137219.96147461384
498	137193.3441463091
499	137110.94754766702
500	137066.48898608788
501	137021.0057344725
502	136962.88370979304
503	136923.6074132496
504	136861.8232924004
505	136818.03212673464
506	136778.5342954939
507	136716.64640247214
508	136664.69253273876
509	136606.22446218392
510	136576.58704587293
511	136516.76446345
512	136463.99068836466
513	136422.25812392932
514	136376.17830764415
515	136327.70132995592
516	136264.17424425462
517	136229.5552476657
518	136161.21522046754
519	136114.67124700174
520	136071.51902415958
521	136025.5574685843
522	135966.36242237675
523	135916.05904842666
524	135877.65594696705
525	135828.67743314855
526	135777.68423742152
527	135716.70186284612
528	135698.03685929012
529	135638.9152692378
530	135608.38309929994
531	135561.70828404065
532	135497.06973752612
533	135448.08445505565
534	135396.1206112381
535	135356.68463311996
536	135322.2938536266
537	135277.00367003187
538	135236.18535637896
539	135196.6802741779
540	135149.9291048422
541	135117.0571444332
542	135066.2793045844
543	135008.31044705986
544	134972.63874268447
545	134920.03716038936
546	134874.5495879464
547	134836.01337344732
548	134800.17097063363
549	134743.07619357837
550	134692.02185816652
551	134636.01431043237
552	134604.05438451792
553	134565.55087691784
554	134501.2369526884
555	134480.4989980321
556	134407.3027317034
557	134393.89620795602
558	134334.75715463096
559	134319.73892828007
560	134265.9970553644
561	134207.5269827057
562	134159.9408947833
563	134116.72922796872
564	134090.4491942224
565	134048.89635901453
566	134003.04541036615
567	133957.21215421165
568	133910.41436767022
569	133868.82983669094
570	133845.60629653122
571	133781.87280386343
572	133745.13524780615
573	133710.84334707557
574	133660.59794839312
575	133591.47277466438
576	133564.30984542114
577	133513.81566243258
578	133481.8258544664
579	133427.26981611626
580	133388.89722338357
581	133345.3792506542
582	133290.44855375678
583	133258.2770103883
584	133210.34954416312
585	133177.298473925
586	133134.57136504972
587	133098.34587092538
588	133039.53701994085
589	132997.16751056214
590	132971.1731200558
591	132915.32334252424
592	132888.80149143102
593	132848.8796833985
594	132802.27606281877
595	132758.5995842622
596	132728.06061707382
597	132679.60597991137
598	132628.63090469
599	132607.03061782898
600	132541.4635852091
601	132508.7520494798
602	132490.8555665042
603	132433.50694212626
604	132381.5141281037
605	132358.43455088633
606	132315.6026928053
607	132277.0835272812
608	132237.75240217862
609	132193.37282162305
610	132137.47330923387
611	132103.0694768313
612	132065.1735203341
613	132016.75058530396
614	131990.9262451881
615	131937.50195116585
616	131907.42659926089
617	131866.74403851994
618	131822.8880140823
619	131786.06797927347
620	131765.4618014111
621	131711.1955563003
622	131663.8352004506
623	131624.00098563315
624	131588.68554888506
625	131546.64591817916
626	131504.29828375977
627	131464.17054552241
628	131426.51342835455
629	131396.676193385
630	131335.51161712836
631	131313.25291359445
632	131253.3379668285
633	131233.82309785884
634	131195.7707276068
635	131162.51381402824
636	131121.56245588083
637	131070.44463814354
638	131038.46812663246
639	131008.47707773236
640	130960.89213517784
641	130930.4846109637
642	130875.52378292195
643	130846.17733834579
644	130827.3979853677
645	130774.11594605718
646	130742.01861472162
647	130702.40357837394
648	130662.36374355972
649	130621.6720955449
650	130585.95952685742
651	130535.35395618046
652	130505.08284692006
653	130467.92184421327
654	130431.74552518791
655	130382.7746706991
656	130348.06813305442
657	130307.56242896154
658	130284.22176175575
659	130242.07272729864
660	130213.37405685763
661	130167.69623635613
662	130132.6232699388
663	130093.09848423475
664	130059.26414286098
665	130021.49569728825
666	129983.21267895991
667	129944.45635043088
668	129916.025812454
669	129862.89203956089
670	129844.57906234123
671	129800.77596254564
672	129750.44555533346
673	129709.32220494207
674	129692.46206205504
675	129656.9987386603
676	129610.97796154031
677	129587.59865409604
678	129534.90858999453
679	129497.14096935332
680	129458.83270494493
681	129444.71132607425
682	129385.29641167253
683	129353.88983589303
684	129317.81638396143
685	129266.49349585941
686	129245.30851044774
687	129197.68417635694
688	129168.65011789533
689	129139.35578643845
690	129095.51410352522
691	129058.4317857297
692	129030.99835965285
693	128979.78258843372
694	128949.31291493379
695	128913.05109786983
696	128869.69024958517
697	128825.48778672871
698	128805.49064872359
699	128747.58664086214
700	128736.77300470482
701	128701.53881401806
702	128668.54010731488
703	128616.10588052879
704	128607.12483013871
705	128555.51017824342
706	128509.01618730297
707	128477.52237655388
708	128453.05516644982
709	128410.62674838057
710	128371.26533168649
711	128350.29565833922
712	128290.86822111972
713	128266.60907710665
714	128235.32059426213
715	128190.37247793126
716	128156.04865798383
717	128131.03673558348
718	128087.01690496439
719	128060.70118737014
720	128025.80481212262
721	127989.58117405602
722	127976.4925288001
723	127923.53659915504
724	127893.34741270411
725	127851.37386165455
726	127821.05459198482
727	127795.88262437022
728	127755.37085493663
729	127716.6223095457
730	127687.84493770599
731	127647.78764381725
732	127612.28711443827
733	127571.3370467889
734	127557.45400051335
735	127512.04425955335
736	127478.18649502975
737	127443.918503981
738	127404.45103043418
739	127374.77984185089
740	127338.61984472499
741	127307.41859440746
742	127269.1991086811
743	127255.54703967081
744	127200.82941117261
745	127176.9086048027
746	127130.4539777668
747	127105.07401398012
748	127076.87982608605
749	127043.76524329552
750	127002.95528627887
751	126949.88917334238
752	126922.98863654406
753	126897.94011458156
754	126863.61497182277
755	126829.84944600181
756	126782.00012655633
757	126768.932753247
758	126727.72845758821
759	126687.22290577512
760	126664.82662265879
761	126621.42670739607
762	126591.43315240578
763	126563.56336004366
764	126535.86175137883
765	126501.00015866612
766	126471.14787881002
767	126436.55817499968
768	126407.2226479554
769	126371.75838671056
770	126334.47081835894
771	126314.4635163588
772	126268.07079989709
773	126245.15265746925
774	126200.9289745202
775	126157.40823627797
776	126138.27819198783
777	126097.08511038033
778	126081.08621992366
779	126047.23551487207
780	126016.76983560603
781	125987.65122087424
782	125942.23310404264
776	126153.516241396
777	126109.49719169106
778	126076.57313098636
779	126046.8603718792
780	126016.27796009512
781	125969.2842304347
782	125941.14524845344
783	125909.06976592116
784	125862.97639696412
785	125855.65161270526
786	125823.21468510933
787	125788.11796678575
788	125764.6673044692
789	125714.64022233001
790	125703.3835358099
791	125658.30916902919
792	125631.08560230637
793	125602.3314282882
794	125557.7973250968
795	125534.58274336472
796	125513.34228272003
797	125464.01367861754
798	125440.3470122986
799	125408.41153600407
800	125373.3224055901
801	125350.89574007416
802	125322.50440794637
803	125287.01065655715
804	125258.22605836105
805	125220.08169681967
806	125195.04263727114
801	125352.31987965394
802	125314.94498733114
803	125283.44936845999
804	125248.3212733002
805	125226.81916667413
806	125201.16912531306
807	125177.85890434479
808	125125.5832862288
809	125104.4340616573
810	125076.41024036646
811	125035.14282047503
812	125001.16970837797
813	124976.917754566
814	124951.35284231172
815	124921.28441314501
816	124889.20276171666
817	124860.24264818133
818	124829.7340028623
819	124792.39518031555
820	124765.43934750873
821	124742.95581611583
822	124704.3221992936
823	124678.01869252806
824	124638.67849928513
825	124611.24495051938
826	124582.55900364596
827	124548.28740500388
828	124527.61447557132
829	124506.52756037658
830	124468.88199286074
831	124435.40454914802
832	124397.33704663624
833	124370.50007406624
826	124580.65718617082
827	124556.54141694648
828	124520.94695299982
829	124493.64575997103
830	124471.31725082397
831	124434.15590462893
832	124418.18166558514
833	124373.55714311013
834	124354.51346132944
835	124316.65595073269
836	124286.72187146843
837	124258.3227234821
838	124224.94977316546
839	124203.19973723913
840	124179.7304560282
841	124143.17446507941
842	124109.05287286437
843	124079.64828097115
844	124054.74884409847
845	124024.41948508518
846	123992.46935983156
847	123969.2828050603
848	123938.87864240014
849	123908.95031328163
850	123879.56995562844
851	123846.90549992346
852	123815.22916084857
853	123797.3340218025
854	123756.50229689312
855	123737.22218620543
856	123710.36887517221
857	123673.6851432636
858	123642.69828746434
859	123603.54571838606
860	123584.01086750982
861	123560.41542184833
862	123528.2334122152
863	123502.32247627234
864	123471.25612197812
865	123435.86535556274
866	123417.97895979346
867	123381.60438063016
868	123358.58177961306
869	123325.24758494693
870	123308.08471669193
871	123264.57112420087
872	123249.55549166957
873	123219.25639264684
874	123188.40617183734
875	123162.3797238029
876	123126.97782297462
877	123104.1148145306
878	123067.21947453119
879	123041.62666227952
880	123025.38797790154
881	122994.2117674948
882	122959.0882095093
883	122941.69244846964
884	122909.65762509791
885	122873.12967871688
886	122856.01171475535
887	122813.25106618748
888	122790.07957915109
889	122772.60229461337
890	122736.6925246477
891	122704.66857278043
892	122681.58235616442
893	122660.01275664424
894	122626.62038916658
895	122597.90754344949
896	122569.10501356448
897	122544.59035399542
898	122520.11779305704
899	122491.79164771968
900	122469.33345532678
901	122431.88526602375
902	122399.79635030264
903	122373.62617452622
904	122349.09896496563
905	122324.12925487784
906	122297.11936475744
907	122269.85595187257
908	122250.11344093387
909	122211.20768878826
910	122189.59319828157
911	122167.03902123052
912	122140.14774304311
913	122110.88032187952
914	122079.00511784751
915	122062.59377661398
916	122027.82310808715
917	121996.87109492041
918	121968.85807050801
919	121956.14131747228
920	121917.37859878986
921	121893.53992900632
922	121868.79554201121
923	121840.90621453166
924	121822.00314401144
925	121784.22503853175
926	121764.94032896911
927	121734.00884164164
928	121709.0502891713
929	121677.29106496008
930	121656.0453777475
931	121619.20264930696
932	121598.34472235158
933	121556.52368659258
934	121526.29904976397
935	121501.21165139577
936	121466.2310861383
937	121433.4320964975
938	121413.98175583858
939	121385.28474274105
940	121354.6362626994
941	121335.72493647758
942	121304.51159252443
943	121276.53990854969
944	121252.34832338049
945	121225.17576603475
946	121197.29855768527
947	121163.14553538061
948	121142.36859381717
949	121120.20400977481
950	121084.98746201783
951	121058.39228341209
952	121032.04519190764
953	121006.58636495203
954	120985.8321373497
955	120960.22259874752
956	120940.23987045557
957	120903.63908327214
958	120870.14886327276
959	120855.50114180578
960	120826.17719927122
961	120799.11014517695
962	120775.12506526276
963	120745.25267757986
964	120725.09729367908
965	120692.36327758612
966	120673.42568018813
967	120642.7540705137
968	120624.29593903272
969	120589.96996716964
970	120570.11724179659
971	120539.43435171404
972	120510.53078316132
973	120490.21528356761
974	120468.9276431598
975	120434.03075939702
976	120414.35988025847
977	120389.63148897621
978	120366.91673448226
979	120333.4868552904
980	120321.37908544908
981	120280.69069393173
982	120266.3840718551
983	120235.03111133253
984	120219.74674057652
985	120187.53173696455
986	120170.39822738698
987	120145.88975317597
988	120118.81939627693
989	120089.76699014947
990	120062.67771903252
991	120036.3524279377
992	120014.19652061173
993	119988.44641293453
994	119962.23517647255
995	119936.60920498605
996	119915.49436241663
997	119890.72271400692
998	119865.68600890484
999	119841.64579953579
1000	119824.64373557859
1001	119789.49603380494
1002	119775.7829776695
1003	119740.6660815493
1004	119726.99607018926
1005	119695.97600533663
1006	119671.5966542821
1007	119643.68513252641
1008	119623.73778194532
1009	119598.129788684
1010	119581.78188156037
1011	119551.85356679202
1012	119522.88887478749
1013	119502.59664069522
1001	119791.37680682445
1002	119771.21454499157
1003	119743.21045244372
1004	119730.722704949
1005	119690.99192782289
1006	119672.32451241973
1007	119646.25812690624
1008	119624.09579484908
1009	119600.61325835079
1010	119581.14272857284
1011	119553.0676319178
1012	119529.5156036274
1013	119507.63533655334
1014	119481.15757652612
1015	119456.15338591875
1016	119437.70534243283
1017	119414.22284623716
1018	119383.72541229783
1019	119361.39639453375
1020	119339.3047627112
1021	119314.26287963847
1022	119291.33246195881
1023	119261.49786029728
1024	119234.53027306857
1025	119212.55859110387
1026	119188.72790648042
1027	119163.08039563535
1028	119147.44077697955
1029	119118.34907579783
1030	119094.9024791098
1031	119073.42189988382
1032	119057.28043020808
1033	119025.58044988105
1034	119003.7682861942
1035	118969.35654776105
1036	118956.74493807746
1037	118935.48424768036
1038	118910.02005681244
1039	118887.38059549971
1040	118860.73273414397
1041	118843.29327376756
1042	118812.91664069727
1043	118799.92347921728
1044	118769.84869567085
1045	118743.80483883838
1046	118720.15114433996
1047	118700.93599867653
1048	118675.58771875367
1049	118645.29125588866
1050	118623.8195559608
1051	118605.52486178033
1052	118579.2866509327
1053	118562.81775257122
1054	118536.22031081055
1055	118510.7651978533
1056	118494.6135350242
1057	118477.11204970474
1058	118453.28653086448
1059	118425.92532927037
1060	118396.68985658373
1061	118383.30105899205
1062	118348.67750352547
1063	118331.44534023349
1064	118308.66261325953
1065	118285.54462403254
1066	118260.13249430267
1067	118241.515491981
1068	118216.57882332431
1069	118202.5838004434
1070	118173.3772902269
1071	118151.91519244909
1072	118128.39498266987
1073	118099.85403505554
1074	118088.35958323021
1075	118066.28209116452
1076	118047.48794809186
1077	118015.42844252053
1078	117995.42623592666
1079	117974.9596140271
1080	117951.0353711973
1081	117929.30265743364
1082	117906.68144224146
1083	117887.5471529456
1084	117860.33519510743
1085	117841.74316305747
1086	117812.05081722721
1087	117793.31282689903
1088	117768.13516307906
1089	117747.29691245293
1090	117724.77840362748
1091	117710.19363688806
1092	117682.44146858675
1093	117659.13729418186
1094	117633.02504812906
1095	117618.45949194884
1096	117586.4842924356
1097	117568.03022495477
1098	117539.69420445783
1099	117525.20634727587
1100	117502.24232657457
1101	117478.17909532628
1102	117452.05960874501
1103	117427.8363761472
1104	117413.55869104623
1105	117383.69492043999
1106	117364.64159432381
1107	117343.69673660223
1108	117320.28441309412
1109	117294.26265486993
1110	117279.08207999989
1111	117253.71968367735
1112	117234.19202890512
1113	117210.79905520889
1114	117188.62253405979
1115	117159.13258304985
1116	117147.90010771791
1117	117123.99428079365
1118	117103.00202464688
1119	117077.14322538406
1120	117054.09885652512
1121	117037.33318318233
1122	117010.99254510942
1123	116995.11499991248
1124	116974.26845890516
1125	116949.20488488107
1126	116927.51575751013
1127	116902.80506101165
1128	116886.61158640271
1129	116862.66673468582
1130	116842.1453175073
1131	116818.69227713262
1132	116802.33754108119
1133	116780.214133111
1134	116763.59924657509
1135	116736.14072087138
1136	116716.52847390262
1137	116690.03319353277
1138	116676.37425470685
1139	116657.56514478309
1140	116628.53169767967
1141	116608.0539590505
1142	116587.69749133494
1143	116566.07038862717
1144	116551.12907936807
1145	116521.89841607651
1146	116502.39377303152
1147	116479.22270306617
1148	116447.92463913889
1149	116435.50261440346
1150	116413.4322510672
1151	116383.05706606699
1152	116355.4217198451
1153	116340.63669361176
1154	116312.6911515344
1155	116293.79457243296
1156	116265.36155920353
1157	116246.33971317358
1158	116218.41562290346
1159	116200.7226121054
1160	116182.76585078627
1161	116158.15723456451
1162	116129.89248461986
1163	116112.53832539968
1164	116090.95279367379
1165	116070.0769185421
1166	116052.5847842955
1167	116033.36672424886
1168	116013.89803208211
1169	115988.55264972424
1170	115977.95161120918
1171	115946.20462718855
1172	115927.7011942399
1173	115912.12044554953
1174	115893.46559484428
1175	115863.04552509123
1176	115842.81171862787
1177	115825.76538196299
1178	115814.6877454287
1179	115790.14384325578
1180	115767.819293892
1181	115752.83363335546
1182	115734.74789077869
1183	115713.87341145596
1184	115684.49397908375
1185	115668.39454371735
1186	115646.20360186345
1187	115628.19224550626
1188	115606.79267314657
1189	115589.7359854764
1190	115571.08365185294
1191	115549.63360908738
1192	115530.08340515207
1193	115508.13548692485
1194	115483.090151719
1195	115468.07059070002
1196	115450.15763733626
1197	115429.93431090255
1198	115412.28416349266
1199	115388.24223604634
1200	115373.88363208837
1201	115354.0040431873
1202	115337.19669566352
1203	115308.16435777266
1204	115294.09048854103
1205	115269.10266064461
1206	115256.83185520592
1207	115238.87317121774
1208	115211.26868125655
1209	115197.43009581846
1210	115173.91146303191
1211	115162.06276298477
1212	115131.1979227816
1213	115117.62308323386
1214	115101.75177433301
1215	115080.61112022557
1216	115052.30964202521
1217	115044.36232375746
1218	115023.7375781423
1219	114999.6429568017
1220	114985.11225406751
1221	114963.74329312502
1222	114937.78581824088
1223	114923.06345817952
1224	114890.36512891139
1225	114874.21741914847
1226	114859.7940692863
1227	114823.96233888112
1228	114812.24562902313
1229	114789.72326526737
1230	114772.08542636406
1231	114749.43342851943
1232	114728.57875442311
1233	114715.27716991951
1234	114689.59472397997
1235	114674.66967855812
1236	114653.06369691656
1237	114631.38514435258
1238	114612.0292954756
1239	114595.09715412109
1240	114577.87813907539
1241	114562.07869216269
1242	114541.82817904215
1243	114515.38125548055
1244	114497.611545693
1245	114480.38273744145
1246	114456.66506009162
1247	114440.25176110235
1248	114420.30974980419
1249	114407.70096255072
1250	114381.82655558952
1251	114360.62606491531
1252	114346.55831000327
1253	114326.1446854635
1254	114302.98408077052
1255	114296.30078353992
1256	114271.85764580389
1257	114258.36770151106
1258	114233.76371988702
1259	114212.31987751667
1260	114198.66769920079
1261	114178.45599508593
1262	114160.72617219559
1263	114140.45465517648
1264	114120.34232780604
1265	114103.38921089709
1266	114079.53732144718
1267	114062.07766131632
1268	114048.54712897775
1269	114028.07994645451
1270	114009.15211287502
1271	113997.56732130266
1272	113978.5815676172
1273	113956.22629432473
1274	113936.45611365298
1275	113920.605316114
1276	113899.90971200522
1277	113879.66906328163
1278	113863.07136362488
1279	113850.60189448774
1280	113832.77219722759
1281	113808.83350781687
1282	113791.7725922645
1283	113772.89192595534
1284	113754.67711049858
1285	113738.4722092573
1286	113718.85299545659
1287	113704.8269590737
1288	113681.13448836638
1289	113665.86772725996
1290	113651.69974304027
1291	113636.44331009079
1292	113614.93650866751
1293	113598.05233748071
1294	113578.7551596513
1295	113559.30928385603
1296	113541.78998035146
1297	113523.94806137275
1298	113498.64382727722
1299	113490.84932422888
1300	113467.17189723768
1301	113452.54766288568
1302	113430.04838062344
1303	113419.12502539268
1304	113403.4185024035
1305	113385.3631617161
1306	113362.84721940929
1307	113341.82456381574
1308	113327.8108606706
1309	113314.76137915463
1310	113298.56892414599
1311	113278.35374871358
1312	113257.1785782111
1313	113239.02718488032
1314	113223.60838366751
1315	113207.0483291002
1316	113190.16997166807
1317	113168.53036624294
1318	113155.08022643559
1319	113139.32878823762
1320	113122.42606983101
1321	113104.58257777795
1322	113083.63392153446
1323	113072.2620877327
1324	113048.47033569436
1325	113035.28956668984
1326	113017.96785006081
